Player,Position,PreVORP,RichVal
Connor McDavid,C,597.0844279653454,317.0844279653454
Leon Draisaitl,"C,LW",526.2779707025984,269.2779707025984
Nikita Kucherov,RW,436.4348785583165,184.43487855831648
David Pastrnak,RW,469.34730718965335,217.34730718965335
Erik Karlsson,D,285.7493196528895,74.74931965288948
Jason Robertson,LW,418.5138791137194,161.51387911371938
Tage Thompson,"C,RW",397.2376907494103,145.23769074941032
Mikko Rantanen,"C,RW",468.900770386594,216.900770386594
Matthew Tkachuk,RW,455.7686182090628,203.76861820906282
Jack Hughes,"C,LW",396.4107440359989,139.4107440359989
Kyle Connor,LW,408.49584751070387,151.49584751070387
Mitch Marner,RW,409.7403373527206,157.7403373527206
Ryan Nugent-Hopkins,"C,LW",314.8836076871364,57.88360768713642
Alex Ovechkin,LW,387.9233962001867,130.9233962001867
Kirill Kaprizov,LW,442.88837554963663,185.88837554963663
Sidney Crosby,C,383.4800487471987,103.48004874719868
Steven Stamkos,"C,LW",390.4312991475404,133.43129914754041
Elias Pettersson,"C,LW",381.7872897995785,124.7872897995785
William Nylander,"LW,RW",369.77315100285193,117.77315100285193
Zach Hyman,"LW,RW",328.9125581307209,76.91255813072092
Bo Horvat,C,344.8611605515129,64.86116055151291
Auston Matthews,C,516.2443689021139,236.24436890211393
Pierre-Luc Dubois,C,317.7187191639374,37.71871916393741
Nathan MacKinnon,C,482.9180883318831,202.9180883318831
Josh Morrissey,D,284.93882113528446,73.93882113528446
Travis Konecny,RW,329.7854980399545,77.78549803995452
Rasmus Dahlin,D,383.21381429962213,172.21381429962213
Brayden Point,C,352.2032669908986,72.20326699089861
Alex Tuch,RW,301.2912097925863,49.2912097925863
Kevin Fiala,"LW,RW",346.62305515803615,94.62305515803615
Artemi Panarin,LW,340.49961688318837,83.49961688318837
Timo Meier,"LW,RW",357.54625223827173,105.54625223827173
Mika Zibanejad,C,397.6340894094803,117.63408940948028
Brady Tkachuk,LW,369.51429299471965,112.51429299471965
John Tavares,C,346.7622414795584,66.76224147955838
Jesper Bratt,RW,319.0060848239241,67.00608482392408
Adam Fox,D,368.8366735711559,157.83667357115593
Roope Hintz,C,337.4769493355768,57.47694933557682
Mats Zuccarello,RW,316.2389327644078,64.23893276440782
Evgeni Malkin,C,327.84579902131014,47.84579902131014
Joe Pavelski,"C,RW",342.0162854132286,90.01628541322862
Nico Hischier,C,328.98467868597794,48.98467868597794
Jeff Skinner,LW,294.55706419660567,37.557064196605666
Cale Makar,D,383.0855818349812,172.0855818349812
Jordan Kyrou,"LW,RW",307.740603403182,55.74060340318198
Tim Stutzle,"C,LW",338.2940047220091,81.2940047220091
Brad Marchand,LW,388.1663228611563,131.1663228611563
Tomas Hertl,C,291.808223153461,11.808223153460972
Elias Lindholm,C,345.97513555820836,65.97513555820836
Johnny Gaudreau,LW,345.6764177227333,88.67641772273328
Mathew Barzal,C,286.6448428866836,6.644842886683591
Jamie Benn,"C,LW",274.6034643954507,17.603464395450715
J.T. Miller,"C,LW,RW",346.2664885347088,94.2664885347088
Dylan Larkin,C,293.66120086578394,13.66120086578394
Drake Batherson,RW,276.94730902453006,24.947309024530057
Dylan Cozens,C,281.91932450641224,1.919324506412238
Kevin Hayes,"C,LW",244.28870622929682,-12.711293770703179
Chandler Stephenson,"C,LW,RW",279.3063185190191,27.3063185190191
Robert Thomas,C,258.326070497345,-21.673929502655028
Quinn Hughes,D,291.266630300176,80.26663030017602
Mark Scheifele,C,328.96961654639966,48.96961654639966
Filip Forsberg,LW,319.9097617042515,62.90976170425148
Jake Guentzel,LW,375.24456013650774,118.24456013650774
Andrei Kuzmenko,"LW,RW",221.12274918997542,-30.877250810024577
Martin Necas,RW,311.9967587168049,59.99675871680489
Alex DeBrincat,LW,362.2825882028892,105.2825882028892
Claude Giroux,"C,RW",272.8690327216344,20.869032721634426
Brock Nelson,C,295.78988843275255,15.789888432752548
Brandon Hagel,"LW,RW",256.72087274954725,4.720872749547254
Mark Stone,RW,298.34697750043904,46.34697750043904
Tyler Toffoli,"LW,RW",294.7368006819978,42.736800681997806
Clayton Keller,"LW,RW",270.63954714963955,18.639547149639554
Dougie Hamilton,D,320.53415900364064,109.53415900364064
Nick Suzuki,C,272.09732312595054,-7.902676874049462
Jakub Vrana,LW,243.27924469240705,-13.720755307592952
Pavel Buchnevich,"LW,RW",326.2776847508746,74.27768475087458
Sebastian Aho,C,383.1272483875043,103.12724838750432
Aleksander Barkov,C,407.34030281923515,127.34030281923515
Andre Burakovsky,"LW,RW",272.4632267139831,20.46322671398309
Brandon Montour,D,268.7209777697225,57.72097776972248
Evgeny Kuznetsov,C,275.3995675337907,-4.600432466209327
Cole Caufield,"LW,RW",295.79062928787573,43.79062928787573
Carter Verhaeghe,LW,284.5433609297658,27.54336092976581
Matty Beniers,C,286.42799212660736,6.427992126607364
Logan Couture,C,247.31621786785024,-32.68378213214976
Roman Josi,D,375.5690586489557,164.56905864895572
Troy Terry,RW,280.6643675722043,28.6643675722043
Miro Heiskanen,D,274.6167682380102,63.616768238010195
Andrei Svechnikov,LW,371.5323761280407,114.53237612804071
Nazem Kadri,C,315.70497085783455,35.70497085783455
Patrice Bergeron,C,367.35271841489197,87.35271841489197
Trevor Zegras,"C,LW",285.9489924756982,28.94899247569822
Anze Kopitar,C,281.4566195914089,1.4566195914089235
David Krejci,C,242.0018469283134,-37.9981530716866
Anthony Cirelli,"C,LW",202.59972886546078,-54.400271134539224
Jordan Eberle,RW,229.60870305598826,-22.391296944011742
Joel Eriksson Ek,C,294.2767029290742,14.27670292907419
Matt Duchene,RW,275.8240171489997,23.8240171489997
Anthony Duclair,RW,215.03969093959202,-36.96030906040798
Jack Eichel,C,359.1469295888443,79.14692958884427
Phillip Danault,C,241.91244993506737,-38.08755006493263
Viktor Arvidsson,"LW,RW",259.80221409776635,7.8022140977663526
Brayden Schenn,"C,LW",229.2180527907742,-27.78194720922579
Luke Schenn,D,134.71400067542515,-76.28599932457485
Vince Dunn,D,237.07634489763527,26.076344897635266
Alex Killorn,"LW,RW",250.05126212191078,-1.9487378780892186
Artturi Lehkonen,"LW,RW",278.27192245472935,26.27192245472935
Dylan Strome,"C,RW",228.74718862715648,-23.252811372843524
