Player,RichVal
Brendan Gallagher,-46.995521428571465
Jaccob Slavin,20.13833333333335
Boone Jenner,-54.79523809523809
Jordan Greenway,-53.41964285714286
Josh Morrissey,-1.8682142857142878
Mikhail Sergachev,25.527250000000038
Cole Sillinger,-54.088749999999976
Dylan Cozens,-65.84225
Ilya Mikheyev,-58.15690476190477
Kevin Hayes,-60.72104285714286
Charlie McAvoy,42.173
Jake DeBrusk,-42.60000000000002
Evan Rodrigues,-58.97
Seth Jones,16.842142857142875
Dawson Mercer,-29.817999999999984
Anthony Cirelli,-33.16785714285717
Jack Drury,-64.24724999999995
Kyle Palmieri,-45.109807142857136
Jared Spurgeon,-2.0952738095238317
Damon Severson,-16.608928571428578
Tanner Pearson,-45.80280714285715
Alex Iafallo,-27.335476190476157
Jesse Puljujarvi,-49.74875
William Karlsson,-31.528809523809514
Neal Pionk,5.623095238095203
Gustav Forsling,-18.708571428571446
Frank Vatrano,-40.83333333333334
James van Riemsdyk,-48.61758333333333
Jean-Gabriel Pageau,-40.43428571428569
Denis Gurianov,-56.09630952380951
Kailer Yamamoto,-47.22999999999996
Corey Perry,-73.71239880952382
Andrei Vasilevskiy,207.09357142857147
Igor Shesterkin,168.72976190476192
Thatcher Demko,148.50190476190477
Juuse Saros,153.46452380952388
Connor Hellebuyck,170.72357142857146
Jake Oettinger,118.39050000000009
Jacob Markstrom,133.7201642857143
Darcy Kuemper,100.2978904761905
Marc-Andre Fleury,117.68691666666672
Jack Campbell,99.00963571428576
Ilya Sorokin,101.28976190476197
Tristan Jarry,115.09714285714284
Sergei Bobrovsky,101.75035000000003
Frederik Andersen,86.6195047619048
Jordan Binnington,90.83238095238102
Elvis Merzlikins,72.16833333333332
Logan Thompson,65.62
Ilya Samsonov,37.30499999999998
John Gibson,55.80047619047616
Cam Talbot,53.70232380952382
Alex Nedeljkovic,48.94333333333336
Carter Hart,55.22
Philipp Grubauer,63.445064285714295
Karel Vejmelka,42.32400000000001
Linus Ullmark,36.4914285714286
Jake Allen,10.757421428571433
Jonathan Quick,18.887142857142862
Alexandar Georgiev,21.926666666666648
Vitek Vanecek,32.4507142857143
Ville Husso,18.799999999999983
James Reimer,8.107935714285674
Jeremy Swayman,12.063000000000017
Pavel Francouz,1.4137809523809608
Anton Forsberg,6.75333333333333
Cal Petersen,3.418333333333379
Matt Murray,-8.346666666666664
