Player,RichVal
Connor McDavid,304.5110777261348
Auston Matthews,237.8019766046939
Leon Draisaitl,259.994348292126
Nathan MacKinnon,189.77694737800385
Roman Josi,125.68407283332772
Cale Makar,177.5265996261126
Mikko Rantanen,206.21027698052433
Kirill Kaprizov,164.76689849867768
David Pastrnak,159.11332126602747
Juuse Saros,155.7673253315155
Jacob Markstrom,136.82859006556305
Victor Hedman,143.00004883819673
Alex Ovechkin,110.74533033593207
Nikita Kucherov,158.87929348981856
Andrei Vasilevskiy,173.16405313066542
Igor Shesterkin,134.2249215814839
Kyle Connor,121.93347429385682
Matthew Tkachuk,177.4628726073788
Connor Hellebuyck,170.34778779413875
John Carlson,63.225996567238326
Timo Meier,93.72932095510521
Patrick Kane,107.65632899949838
Mitchell Marner,151.03757180187017
Thatcher Demko,106.51188260489789
Adam Fox,123.67542982449987
Moritz Seider,90.47381718740195
Jake Oettinger,84.87328955424198
Sergei Bobrovsky,89.85305508114078
Kris Letang,89.97996856627282
Jonathan Huberdeau,126.72212193050984
Nikolaj Ehlers,71.74682587847781
Steven Stamkos,99.62127107881736
Frederik Andersen,63.80906204839164
Aleksander Barkov,121.93666372852294
Aaron Ekblad,32.867530927080935
Jordan Binnington,76.38184338873384
Jake Guentzel,120.84391648536138
Kevin Fiala,100.4124160873003
Quinn Hughes,84.21197661970007
Johnny Gaudreau,116.7759264811084
Dougie Hamilton,67.53172201259082
Alexandar Georgiev,92.90472500397857
Darcy Kuemper,82.88535629473614
Sidney Crosby,105.28671151729992
J.T. Miller,97.61309615718505
Marc-Andre Fleury,107.24590688635635
Matt Murray,13.389440846751313
William Nylander,82.77593304407122
Filip Forsberg,66.63699872672123
Ilya Sorokin,80.7509300431866
Morgan Rielly,62.64693251562346
Artemi Panarin,88.74798013223176
Brent Burns,48.885816336704295
Tristan Jarry,115.87963158757759
Brady Tkachuk,125.26819647562627
Evan Bouchard,44.43117330401083
Elvis Merzlikins,50.57212404776183
Gabriel Landeskog,69.18878804292098
Sebastian Aho,119.26341425138992
Jason Robertson,117.87249153571986
Seth Jones,9.862079152199897
Carter Hart,84.49720460247397
Shea Theodore,76.88933363737635
Andrei Svechnikov,113.28798901163105
John Gibson,52.097997549887
Alex Pietrangelo,51.55395198704167
John Tavares,75.9441392386455
Jack Campbell,60.29545689926195
Rasmus Dahlin,98.7621458602884
Noah Dobson,77.7058223406878
Alex DeBrincat,109.74927677859455
Zach Werenski,14.664223358778145
Thomas Chabot,15.236955334469314
Patrice Bergeron,80.84093569424749
Jack Eichel,45.871548876041345
Chris Kreider,82.67082508396453
Mika Zibanejad,111.14517118135063
Elias Lindholm,85.22079287903733
Miro Heiskanen,24.285015329699405
Darnell Nurse,78.27321460024297
Matt Boldy,72.40904420260165
Mark Scheifele,45.74467274705779
Devon Toews,58.28775153161405
Brayden Point,44.37669974733166
Roope Hintz,67.52483438602582
Joe Pavelski,87.38121841321714
Matt Duchene,26.00464690496335
Bryan Rust,44.56181562125988
Tim Stuetzle,16.47858107259924
Vladimir Tarasenko,43.185227989469695
Torey Krug,20.240515526903465
Jeremy Swayman,28.84454200916909
Jake Allen,24.44898710259747
Jonathan Marchessault,69.9600234028702
Jakob Chychrun,24.383813166949324
Josh Morrissey,25.416528706799824
Cole Caufield,59.79689418980962
Evander Kane,92.28159902007349
Philipp Grubauer,46.92016495583101
Drew Doughty,25.80915123970317
Sam Reinhart,49.48595426489368
Nazem Kadri,60.21657363818434
Pavel Buchnevich,70.01872957654132
Jack Hughes,64.14296547224524
Matty Beniers,10.891366109311946
David Perron,59.47572829913446
John Klingberg,-8.40169229087789
Ville Husso,55.980386196488666
Rasmus Andersson,11.97891149437811
Owen Power,50.975669698080765
Erik Karlsson,0.3995189197716229
Cam Talbot,68.86250179437084
Mats Zuccarello,27.225131565420384
Elias Pettersson,62.55276303424915
Tyler Toffoli,42.15424497178793
Vince Dunn,-32.634006792920445
Mikhail Sergachev,37.435647485837194
Jacob Trouba,12.190338827996385
Jared Spurgeon,3.575218325276154
Trevor Zegras,18.791300840812653
Jordan Kyrou,41.97449981478121
Vitek Vanecek,48.62752099607212
Evgeny Kuznetsov,2.8356097172663226
Lucas Raymond,32.590658638047614
Patrik Laine,32.93052012727105
Jonathan Quick,23.62193956173863
James Reimer,20.130472219428157
MacKenzie Weegar,54.97127939719417
Mark Stone,65.33037722725135
Josh Norris,-8.400705532269512
Evgeni Malkin,18.466611933289755
Justin Faulk,28.458790257300905
Pierre-Luc Dubois,13.902033755353898
Teuvo Teravainen,21.46877351646725
Andre Burakovsky,22.20998029135194
Tomas Hertl,16.317246393797745
Jesper Bratt,51.235353308924346
Karel Vejmelka,22.862291284984337
Travis Konecny,18.566394130432343
Tyler Seguin,3.6472917548153134
Zach Hyman,34.23440397169696
Brad Marchand,88.47028773532213
Mike Matheson,-40.62343598682011
Ivan Provorov,17.79091285809227
Tony DeAngelo,17.670923767092887
Noah Hanifin,1.1946477541921467
Tage Thompson,50.36044150208903
Adrian Kempe,19.26380731275151
Shayne Gostisbehere,-2.349774757954634
Ryan Nugent-Hopkins,20.168315289578914
Jaccob Slavin,-5.890443694610383
Anze Kopitar,17.277388823923673
Mark Giordano,5.243592839999991
Tyson Barrie,27.099764562464628
Jeff Petry,-1.544937051092404
Valeri Nichushkin,-6.86146798477796
Logan Thompson,22.370497624249964
Dylan Larkin,0.36152477540912287
Craig Anderson,-8.702279963438059
Nick Suzuki,33.9106456379663
Viktor Arvidsson,5.138222143298918
Jake Sanderson,-6.734251591357122
